Genotype;Milieu;Plate;Id;PR length;Tortuosity;RootArea;LR length;Grouping;Plants/group;distanceFromHypocotyl std (cm);ShootArea;Chlorophyll (a.u)
nrt;Milieu_1;Plate_3;F3_14;2.65;1.090;0.296;16.8;2;5;2.607;0.029;0.398
nrt;Milieu_1;Plate_3;F3_15;11.115;1.137;0.296;16.8;2;5;2.607;0.226;4.414
nrt;Milieu_1;Plate_3;F3_16;7.528;1.184;0.296;16.8;2;5;2.607;0.060;1.144
nrt;Milieu_1;Plate_3;F3_17;8.599;1.108;0.397;21.5;5;2;2.444;0.103;2.233
nrt;Milieu_1;Plate_3;F3_18;8.072;1.187;0.397;21.5;5;2;2.444;0.091;1.910
nrt;Milieu_2;Plate_1;G1_1;10.706;1.190;0.579;15.33;1;6;2.662;0.062;1.423
nrt;Milieu_2;Plate_1;G1_2;8.094;1.133;0.579;15.33;1;6;2.662;0.096;2.322
nrt;Milieu_2;Plate_1;G1_3;4.849;1.175;0.458;14;2;2;3.315;0.190;4.468
nrt;Milieu_2;Plate_1;G1_4;11.187;1.081;0.458;14;2;2;3.315;0.224;5.302
nrt;Milieu_2;Plate_1;G1_5;7.735;1.113;0.579;15.33;1;6;2.662;0.264;6.248
nrt;Milieu_2;Plate_1;G1_6;7.245;1.192;0.579;15.33;1;6;2.662;0.239;5.045
nrt;Milieu_2;Plate_1;G1_7;7.901;1.074;0.579;15.33;1;6;2.662;0.148;3.016
nrt;Milieu_2;Plate_1;G1_8;11.437;1.104;0.631;17.67;3;6;3.113;0.116;2.737
nrt;Milieu_2;Plate_1;G1_9;8.299;1.127;0.631;17.67;3;6;3.113;0.222;4.977
nrt;Milieu_2;Plate_1;G1_10;8.814;1.130;0.631;17.67;3;6;3.113;0.051;1.147
nrt;Milieu_2;Plate_1;G1_11;10.301;1.235;0.631;17.67;3;6;3.113;0.079;1.731
nrt;Milieu_2;Plate_1;G1_12;8.093;1.158;0.631;17.67;3;6;3.113;0.051;1.172
nrt;Milieu_2;Plate_1;G1_13;5.838;1.125;0.631;17.67;3;6;3.113;0.106;2.421
nrt;Milieu_2;Plate_1;G1_14;6.834;1.096;0.579;15.33;1;6;2.662;0.291;6.530
nrt;Milieu_3;Plate_1;H1_1;9.946;1.166;0.231;5.4;1;10;2.277;0.127;2.836
nrt;Milieu_3;Plate_1;H1_2;6.582;1.072;0.284;6;2;1;0.924;0.189;4.500
nrt;Milieu_3;Plate_1;H1_3;2.908;1.089;0.231;5.4;1;10;2.277;0.031;0.497
nrt;Milieu_3;Plate_1;H1_4;5.198;1.227;0.231;5.4;1;10;2.277;0.081;1.534
nrt;Milieu_3;Plate_1;H1_5;3.355;1.078;0.231;5.4;1;10;2.277;0.066;1.593
nrt;Milieu_3;Plate_1;H1_6;8.067;1.136;0.231;5.4;1;10;2.277;0.219;5.280
nrt;Milieu_3;Plate_1;H1_7;8.966;1.086;0.231;5.4;1;10;2.277;0.104;2.615
nrt;Milieu_3;Plate_1;H1_8;5.539;1.099;0.231;5.4;1;10;2.277;0.202;4.303
nrt;Milieu_3;Plate_1;H1_9;1.224;1.164;0.020;0;3;1;0.000;0.017;0.362
nrt;Milieu_3;Plate_1;H1_10;7.523;1.138;0.231;5.4;1;10;2.277;0.178;3.982
nrt;Milieu_3;Plate_1;H1_11;3.968;1.107;0.163;6;5;1;1.121;0.112;1.958
nrt;Milieu_3;Plate_1;H1_12;3.79;1.114;0.276;9.5;4;2;0.836;0.094;2.506
nrt;Milieu_3;Plate_1;H1_13;5.045;1.210;0.276;9.5;4;2;0.836;0.047;1.405
nrt;Milieu_3;Plate_1;H1_14;1.063;1.104;0.028;0;6;1;0.000;0.023;0.344
nrt;Milieu_3;Plate_1;H1_15;5.985;1.126;0.169;7;7;1;1.059;0.127;2.615
nrt;Milieu_3;Plate_1;H1_16;5.358;1.243;0.203;7;8;1;1.160;0.188;3.526
nrt;Milieu_3;Plate_1;H1_17;5.612;1.200;0.186;11;9;1;1.841;0.284;5.359
nrt;Milieu_3;Plate_1;H1_18;4.772;1.093;0.231;5.4;1;10;2.277;0.041;0.701
nrt;Milieu_3;Plate_1;H1_19;5.999;1.108;0.231;5.4;1;10;2.277;0.165;3.601
nrt;Milieu_3;Plate_2;H2_1;7.847;1.109;0.291;11.17;1;6;2.852;0.174;4.577
nrt;Milieu_3;Plate_2;H2_2;7.848;1.090;0.291;11.17;1;6;2.852;0.304;6.735
nrt;Milieu_3;Plate_2;H2_3;10.909;1.092;0.291;11.17;1;6;2.852;0.254;6.204
nrt;Milieu_3;Plate_2;H2_4;5.945;1.111;0.291;11.17;1;6;2.852;0.225;5.152
nrt;Milieu_3;Plate_2;H2_5;9.008;1.081;0.300;9;2;1;2.660;0.159;3.850
nrt;Milieu_3;Plate_2;H2_6;4.749;1.137;0.291;11.17;1;6;2.852;0.327;7.057
nrt;Milieu_3;Plate_2;H2_7;1.624;1.091;0.291;11.17;1;6;2.852;0.022;0.374
nrt;Milieu_3;Plate_2;H2_8;0.888;1.071;0.061;3;3;2;1.374;0.024;0.318
nrt;Milieu_3;Plate_2;H2_9;4.081;1.105;0.061;3;3;2;1.374;0.039;0.909
nrt;Milieu_3;Plate_2;H2_10;7.815;1.086;0.238;9.33;4;6;1.764;0.134;3.103
nrt;Milieu_3;Plate_2;H2_11;8.354;1.221;0.238;9.33;4;6;1.764;0.114;2.478
nrt;Milieu_3;Plate_2;H2_12;7.411;1.135;0.238;9.33;4;6;1.764;0.166;3.395
nrt;Milieu_3;Plate_2;H2_13;6.218;1.060;0.238;9.33;4;6;1.764;0.158;3.008
nrt;Milieu_3;Plate_2;H2_14;8.196;1.089;0.238;9.33;4;6;1.764;0.123;2.643
nrt;Milieu_3;Plate_2;H2_15;5.377;1.078;0.238;9.33;4;6;1.764;0.116;2.341
nrt;Milieu_3;Plate_2;H2_16;8.037;1.125;0.205;8.8;5;5;1.829;0.130;3.043
nrt;Milieu_3;Plate_2;H2_17;4.015;1.071;0.205;8.8;5;5;1.829;0.047;0.933
nrt;Milieu_3;Plate_2;H2_18;7.993;1.320;0.205;8.8;5;5;1.829;0.222;4.337
nrt;Milieu_3;Plate_2;H2_19;9.007;1.101;0.205;8.8;5;5;1.829;0.115;2.895
nrt;Milieu_3;Plate_2;H2_20;3.087;1.178;0.205;8.8;5;5;1.829;0.190;3.814
nrt;Milieu_3;Plate_3;H3_1;7.677;1.174;0.266;13.2;2;5;2.445;0.173;3.104
nrt;Milieu_3;Plate_3;H3_2;2.61;1.126;0.266;13.2;2;5;2.445;0.209;3.671
nrt;Milieu_3;Plate_3;H3_3;9.657;1.101;0.266;13.2;2;5;2.445;0.261;4.472
nrt;Milieu_3;Plate_3;H3_4;8.139;1.101;0.266;13.2;2;5;2.445;0.253;5.870
nrt;Milieu_3;Plate_3;H3_5;4.624;1.067;0.266;13.2;2;5;2.445;0.128;2.498
nrt;Milieu_3;Plate_3;H3_6;11.646;1.184;0.439;17.82;1;11;2.949;0.206;4.056
nrt;Milieu_3;Plate_3;H3_7;9.135;1.173;0.439;17.82;1;11;2.949;0.152;3.189
nrt;Milieu_3;Plate_3;H3_8;5.602;1.072;0.439;17.82;1;11;2.949;0.176;3.407
nrt;Milieu_3;Plate_3;H3_9;7.029;1.072;0.439;17.82;1;11;2.949;0.207;4.361
nrt;Milieu_3;Plate_3;H3_10;9.386;1.088;0.439;17.82;1;11;2.949;0.130;3.328
nrt;Milieu_3;Plate_3;H3_11;8.393;1.232;0.439;17.82;1;11;2.949;0.084;1.913
nrt;Milieu_3;Plate_3;H3_12;1.252;1.132;0.439;17.82;1;11;2.949;0.328;7.176
nrt;Milieu_3;Plate_3;H3_13;10.496;1.080;0.439;17.82;1;11;2.949;0.362;8.167
nrt;Milieu_3;Plate_3;H3_14;8.038;1.098;0.439;17.82;1;11;2.949;0.189;3.831
nrt;Milieu_3;Plate_3;H3_15;10.917;1.103;0.439;17.82;1;11;2.949;0.228;5.583
nrt;Milieu_3;Plate_3;H3_16;8.025;1.102;0.439;17.82;1;11;2.949;0.720;17.724
nrt;Milieu_4;Plate_1;I1_1;10.829;1.109;0.417;15.92;1;12;2.929;0.303;5.004
nrt;Milieu_4;Plate_1;I1_2;7.536;1.144;0.417;15.92;1;12;2.929;0.198;3.627
nrt;Milieu_4;Plate_1;I1_3;7.965;1.141;0.417;15.92;1;12;2.929;0.225;3.572
nrt;Milieu_4;Plate_1;I1_4;3.704;1.086;0.417;15.92;1;12;2.929;0.414;6.647
nrt;Milieu_4;Plate_1;I1_5;7.312;1.116;0.417;15.92;1;12;2.929;0.393;6.264
nrt;Milieu_4;Plate_1;I1_6;7.753;1.136;0.417;15.92;1;12;2.929;0.372;5.881
nrt;Milieu_4;Plate_1;I1_7;6.91;1.101;0.417;15.92;1;12;2.929;0.067;1.122
nrt;Milieu_4;Plate_1;I1_8;10.921;1.113;0.417;15.92;1;12;2.929;0.154;3.543
nrt;Milieu_4;Plate_1;I1_9;8.899;1.162;0.417;15.92;1;12;2.929;0.311;6.219
nrt;Milieu_4;Plate_1;I1_10;3.756;1.115;0.417;15.92;1;12;2.929;0.304;5.707
nrt;Milieu_4;Plate_1;I1_11;10.409;1.087;0.417;15.92;1;12;2.929;0.041;0.537
nrt;Milieu_4;Plate_1;I1_12;6.204;1.148;0.417;15.92;1;12;2.929;0.212;3.171
nrt;Milieu_4;Plate_1;I1_13;10.78;1.120;0.357;13.71;2;7;3.054;0.062;0.771
nrt;Milieu_4;Plate_1;I1_14;10.701;1.176;0.357;13.71;2;7;3.054;0.257;3.843
nrt;Milieu_4;Plate_1;I1_15;0.054;1.080;0.357;13.71;2;7;3.054;0.309;5.461
nrt;Milieu_4;Plate_1;I1_16;6.853;1.078;0.357;13.71;2;7;3.054;0.128;2.326
nrt;Milieu_4;Plate_1;I1_17;6.146;1.183;0.357;13.71;2;7;3.054;0.160;2.949
nrt;Milieu_4;Plate_1;I1_18;6.869;1.115;0.357;13.71;2;7;3.054;0.151;3.059
nrt;Milieu_4;Plate_1;I1_19;4.443;1.111;0.276;9;3;3;1.778;0.284;5.136
nrt;Milieu_4;Plate_1;I1_20;6.87;1.101;0.357;13.71;2;7;3.054;0.194;3.748
nrt;Milieu_4;Plate_1;I1_21;5.134;1.250;0.276;9;3;3;1.778;0.242;5.072
nrt;Milieu_4;Plate_1;I1_22;6.175;1.149;0.276;9;3;3;1.778;0.225;3.970
nrt;Milieu_4;Plate_2;I2_1;10.077;1.124;0.578;16.4;1;10;2.971;0.392;7.553
nrt;Milieu_4;Plate_2;I2_2;6.493;1.104;0.578;16.4;1;10;2.971;0.368;5.639
nrt;Milieu_4;Plate_2;I2_3;9.999;1.122;0.578;16.4;1;10;2.971;0.329;6.185
nrt;Milieu_4;Plate_2;I2_4;10.166;1.115;0.578;16.4;1;10;2.971;0.440;7.740
nrt;Milieu_4;Plate_2;I2_5;7.127;1.137;0.578;16.4;1;10;2.971;0.434;7.901
nrt;Milieu_4;Plate_2;I2_6;6.844;1.086;0.578;16.4;1;10;2.971;0.312;6.730
nrt;Milieu_4;Plate_2;I2_7;10.317;1.129;0.578;16.4;1;10;2.971;0.325;5.877
nrt;Milieu_4;Plate_2;I2_8;10.897;1.104;0.578;16.4;1;10;2.971;0.389;6.693
nrt;Milieu_4;Plate_2;I2_9;7.091;1.151;0.578;16.4;1;10;2.971;0.386;7.252
nrt;Milieu_4;Plate_2;I2_10;5.175;1.143;0.578;16.4;1;10;2.971;0.386;8.139
nrt;Milieu_4;Plate_2;I2_11;10.168;1.103;0.340;14.33;2;9;2.082;0.376;6.813
nrt;Milieu_4;Plate_2;I2_12;6.706;1.113;0.340;14.33;2;9;2.082;0.547;9.566
nrt;Milieu_4;Plate_2;I2_13;5.855;1.094;0.340;14.33;2;9;2.082;0.536;8.613
nrt;Milieu_4;Plate_2;I2_14;8.18;1.144;0.340;14.33;2;9;2.082;0.295;5.473
nrt;Milieu_4;Plate_2;I2_15;9.71;1.119;0.340;14.33;2;9;2.082;0.284;4.576
nrt;Milieu_4;Plate_2;I2_16;4.63;1.164;0.340;14.33;2;9;2.082;0.296;5.243
nrt;Milieu_4;Plate_2;I2_17;6.534;1.150;0.340;14.33;2;9;2.082;0.304;5.701
nrt;Milieu_4;Plate_2;I2_18;5.049;1.154;0.340;14.33;2;9;2.082;0.313;5.249
nrt;Milieu_4;Plate_2;I2_19;4.07;1.152;0.340;14.33;2;9;2.082;0.388;7.248
nrt;Milieu_5;Plate_1;J1_1;6.705;1.056;0.149;8;1;1;1.330;0.240;4.844
nrt;Milieu_5;Plate_1;J1_2;6.962;1.070;0.219;13;3;1;1.871;0.157;2.656
nrt;Milieu_5;Plate_1;J1_3;5.678;1.058;0.219;11;5;2;2.127;0.167;2.853
nrt;Milieu_5;Plate_1;J1_4;6.927;1.095;0.264;17.5;7;2;1.910;0.180;3.074
nrt;Milieu_5;Plate_1;J1_5;5.106;1.077;0.174;13;8;1;1.425;0.224;4.089
nrt;Milieu_5;Plate_1;J1_6;7.159;1.084;0.326;19;10;1;1.888;0.221;3.539
nrt;Milieu_5;Plate_1;J1_7;6.961;1.060;0.256;14.14;11;7;2.319;0.246;4.437
nrt;Milieu_5;Plate_1;J1_8;6.904;1.044;0.256;14.14;11;7;2.319;0.133;2.137
nrt;Milieu_5;Plate_1;J1_9;0.886;1.055;0.028;2;12;1;0.437;0.025;0.208
nrt;Milieu_5;Plate_1;J1_10;5.572;1.055;0.256;14.14;11;7;2.319;0.194;3.710
nrt;Milieu_5;Plate_1;J1_11;4.439;1.074;0.256;14.14;11;7;2.319;0.096;1.527
nrt;Milieu_5;Plate_1;J1_12;9.76;1.078;0.256;14.14;11;7;2.319;0.217;4.033
nrt;Milieu_5;Plate_1;J1_13;7.81;1.064;0.256;14.14;11;7;2.319;0.115;2.008
nrt;Milieu_5;Plate_1;J1_14;9.874;1.087;0.256;14.14;11;7;2.319;0.168;3.208
nrt;Milieu_5;Plate_1;J1_15;9.245;1.066;0.344;18;9;1;2.770;0.148;2.617
nrt;Milieu_5;Plate_1;J1_16;8.27;1.076;0.264;17.5;7;2;1.910;0.327;6.648
nrt;Milieu_5;Plate_1;J1_17;7.428;1.063;0.218;14;6;1;2.095;0.082;1.330
nrt;Milieu_5;Plate_1;J1_18;7.541;1.096;0.219;11;5;2;2.127;0.151;3.343
nrt;Milieu_5;Plate_1;J1_19;2.574;1.058;0.046;1;4;1;0.000;0.086;1.749
nrt;Milieu_5;Plate_1;J1_20;6.336;1.077;0.155;5;2;1;1.231;0.172;3.721
nrt;Milieu_5;Plate_2;J2_1;6.312;1.073;0.163;7.67;1;3;1.901;0.134;2.174
nrt;Milieu_5;Plate_2;J2_2;6.817;1.047;0.163;11;2;1;1.640;0.162;2.604
nrt;Milieu_5;Plate_2;J2_3;5.842;1.056;0.213;12.33;4;3;1.973;0.164;2.180
nrt;Milieu_5;Plate_2;J2_4;7.128;1.101;0.213;12.33;4;3;1.973;0.172;1.964
nrt;Milieu_5;Plate_2;J2_5;4.425;1.082;0.230;13;6;1;0.950;0.096;0.985
nrt;Milieu_5;Plate_2;J2_6;6.724;1.056;0.345;17;8;1;1.697;0.255;3.351
nrt;Milieu_5;Plate_2;J2_7;6.185;1.076;0.229;13;9;1;1.737;0.140;1.527
nrt;Milieu_5;Plate_2;J2_8;6.644;1.070;0.208;9;12;1;0.887;0.223;2.591
nrt;Milieu_5;Plate_2;J2_9;2.7;1.067;0.122;4;14;1;0.432;0.047;0.446
nrt;Milieu_5;Plate_2;J2_10;4.181;1.097;0.153;11;16;1;0.941;0.106;0.959
nrt;Milieu_5;Plate_2;J2_11;9.428;1.083;0.259;13;15;1;2.960;0.087;0.600
nrt;Milieu_5;Plate_2;J2_12;10.078;1.071;0.407;26;13;1;2.270;0.120;0.772
nrt;Milieu_5;Plate_2;J2_13;8.239;1.083;0.328;22;10;1;2.377;0.129;0.641
nrt;Milieu_5;Plate_2;J2_14;1.617;1.056;0.046;2;11;1;0.851;0.017;0.042
nrt;Milieu_5;Plate_2;J2_15;7.803;1.079;0.402;24;7;1;2.266;0.116;1.029
nrt;Milieu_5;Plate_2;J2_16;6.602;1.080;0.293;17;5;1;2.129;0.100;0.988
nrt;Milieu_5;Plate_2;J2_17;10.014;1.080;0.213;12.33;4;3;1.973;0.124;1.461
nrt;Milieu_5;Plate_2;J2_18;6.586;1.078;0.216;11;3;1;2.158;0.105;1.189
nrt;Milieu_5;Plate_2;J2_19;5.849;1.113;0.163;7.67;1;3;1.901;0.103;1.078
nrt;Milieu_5;Plate_2;J2_20;3.35;1.089;0.163;7.67;1;3;1.901;0.180;2.364
nrt;Milieu_5;Plate_3;J3_1;6.833;1.044;0.141;9;9;1;1.672;0.132;2.084
nrt;Milieu_5;Plate_3;J3_2;6.221;1.076;0.301;14.5;1;4;1.824;0.250;4.423
nrt;Milieu_5;Plate_3;J3_3;7.038;1.090;0.301;14.5;1;4;1.824;0.146;2.389
nrt;Milieu_5;Plate_3;J3_4;5.911;1.099;0.301;14.5;1;4;1.824;0.072;0.994
nrt;Milieu_5;Plate_3;J3_5;5.239;1.112;0.210;11.5;4;2;2.561;0.165;2.763
nrt;Milieu_5;Plate_3;J3_6;7.106;1.075;0.133;8;3;2;1.759;0.191;2.906
nrt;Milieu_5;Plate_3;J3_7;1.889;1.123;0.068;2;11;1;0.538;0.058;0.849
nrt;Milieu_5;Plate_3;J3_8;5.573;1.081;0.157;13;10;1;1.535;0.153;2.392
nrt;Milieu_5;Plate_3;J3_9;6.997;1.065;0.159;7.5;6;2;3.139;0.123;2.221
nrt;Milieu_5;Plate_3;J3_10;6.974;1.091;0.173;10.5;7;2;2.172;0.083;1.424
nrt;Milieu_5;Plate_3;J3_11;4.079;1.068;0.073;4;12;1;0.228;0.122;2.352
nrt;Milieu_5;Plate_3;J3_12;2.561;1.140;0.088;4;8;2;0.882;0.018;0.236
nrt;Milieu_5;Plate_3;J3_13;4.541;1.086;0.088;4;8;2;0.882;0.247;4.640
nrt;Milieu_5;Plate_3;J3_14;10.033;1.055;0.173;10.5;7;2;2.172;0.118;2.124
nrt;Milieu_5;Plate_3;J3_15;7.492;1.105;0.159;7.5;6;2;3.139;0.071;0.815
nrt;Milieu_5;Plate_3;J3_16;5.672;1.090;0.139;9;5;1;0.000;0.116;1.786
nrt;Milieu_5;Plate_3;J3_17;5.355;1.075;0.133;8;3;2;1.759;0.075;1.428
nrt;Milieu_5;Plate_3;J3_18;8.98;1.099;0.215;14;2;1;2.879;0.283;5.276
nrt;Milieu_5;Plate_3;J3_19;10.475;1.085;0.210;11.5;4;2;2.561;0.109;2.033
nrt;Milieu_5;Plate_3;J3_20;9.164;1.123;0.301;14.5;1;4;1.824;0.231;3.845
sex1;Milieu_1;Plate_1;K1_1;0.438;1.082;0.013;1;1;1;0.000;0.013;0.297
sex1;Milieu_1;Plate_1;K1_2;0.103;1.031;0.006;1;3;1;0.000;0.004;0.107
sex1;Milieu_1;Plate_1;K1_3;1.273;1.116;0.033;2;4;1;0.244;0.010;0.277
sex1;Milieu_1;Plate_1;K1_4;0.477;1.704;0.009;0;5;1;0.000;0.009;0.206
sex1;Milieu_1;Plate_1;K1_5;2.799;1.095;0.058;2;7;2;0.428;0.041;1.115
sex1;Milieu_1;Plate_1;K1_6;1.016;1.083;0.022;1;8;1;0.000;0.011;0.276
sex1;Milieu_1;Plate_1;K1_7;0.18;1.168;0.006;1;11;1;0.000;0.006;0.157
sex1;Milieu_1;Plate_1;K1_8;0.37;1.054;0.007;0;13;1;0.000;0.003;0.077
sex1;Milieu_1;Plate_1;K1_9;0.503;1.071;0.012;0;15;1;0.000;0.011;0.211
sex1;Milieu_1;Plate_1;K1_10;0.592;1.147;0.009;1;16;1;0.000;0.009;0.177
sex1;Milieu_1;Plate_1;K1_11;0.26;1.077;0.006;1;14;1;0.000;0.010;0.183
sex1;Milieu_1;Plate_1;K1_12;0.2;1.068;0.005;0;12;1;0.000;0.006;0.115
sex1;Milieu_1;Plate_1;K1_13;0.085;1.049;0.001;0;10;1;0.000;0.009;0.181
sex1;Milieu_1;Plate_1;K1_14;0.493;1.256;0.008;0;9;1;0.000;0.010;0.220
sex1;Milieu_1;Plate_1;K1_15;0.431;1.759;0.058;2;7;2;0.428;0.012;0.226
sex1;Milieu_1;Plate_1;K1_16;0.571;1.043;0.009;0;6;1;0.000;0.012;0.209
sex1;Milieu_1;Plate_1;K1_17;0.577;1.800;0.010;0;2;1;0.000;0.009;0.188
sex1;Milieu_1;Plate_2;K2_1;1.573;1.142;0.061;1;3;1;0.000;0.023;0.479
sex1;Milieu_1;Plate_2;K2_2;1.336;1.074;0.030;1;6;1;0.000;0.012;0.259
sex1;Milieu_1;Plate_2;K2_3;0.638;1.327;0.009;1;7;1;0.000;0.014;0.187
sex1;Milieu_1;Plate_2;K2_4;0.376;1.269;0.008;0;8;1;0.000;0.006;0.114
sex1;Milieu_1;Plate_2;K2_5;0.494;1.153;0.017;1;11;1;0.000;0.010;0.221
sex1;Milieu_1;Plate_2;K2_6;2.308;1.060;0.085;5;12;1;0.546;0.034;0.814
sex1;Milieu_1;Plate_2;K2_7;1.318;1.081;0.026;0;14;1;0.000;0.006;0.120
sex1;Milieu_1;Plate_2;K2_8;0.874;1.136;0.018;1;18;1;0.000;0.009;0.176
sex1;Milieu_1;Plate_2;K2_9;0.362;1.094;0.008;1;17;1;0.000;0.008;0.129
sex1;Milieu_1;Plate_2;K2_10;0.244;1.203;0.007;1;16;1;0.000;0.012;0.168
sex1;Milieu_1;Plate_2;K2_11;0.283;1.112;0.009;1;15;1;0.000;0.008;0.153
sex1;Milieu_1;Plate_2;K2_12;0.176;1.071;0.007;1;13;1;0.000;0.008;0.122
sex1;Milieu_1;Plate_2;K2_13;1.294;1.106;0.029;1;10;1;0.000;0.012;0.209
sex1;Milieu_1;Plate_2;K2_14;0.321;1.082;0.007;1;9;1;0.000;0.012;0.185
sex1;Milieu_1;Plate_2;K2_15;1.44;1.103;0.048;2;5;1;0.031;0.031;0.684
sex1;Milieu_1;Plate_2;K2_16;1.081;1.119;0.034;3;4;1;0.072;0.010;0.145
sex1;Milieu_1;Plate_2;K2_17;0.491;1.045;0.012;0;2;1;0.000;0.010;0.187
sex1;Milieu_1;Plate_2;K2_18;0.231;1.028;0.004;0;1;1;0.000;0.007;0.118
sex1;Milieu_2;Plate_1;L1_1;5.247;1.172;0.096;2;1;1;2.240;0.044;0.873
sex1;Milieu_2;Plate_1;L1_2;7.548;1.212;0.159;3.5;2;2;1.560;0.070;1.570
sex1;Milieu_2;Plate_1;L1_3;7.609;1.196;0.159;3.5;2;2;1.560;0.059;1.431
sex1;Milieu_2;Plate_1;L1_4;6.224;1.157;0.145;5;3;1;1.153;0.085;1.648
sex1;Milieu_2;Plate_1;L1_5;4.782;1.348;0.202;9.2;4;5;1.410;0.120;2.599
sex1;Milieu_2;Plate_1;L1_6;7.511;1.393;0.202;9.2;4;5;1.410;0.072;1.372
sex1;Milieu_2;Plate_1;L1_7;5.8;1.165;0.202;9.2;4;5;1.410;0.081;1.727
sex1;Milieu_2;Plate_1;L1_8;6.883;1.134;0.202;9.2;4;5;1.410;0.051;1.029
sex1;Milieu_2;Plate_1;L1_9;5.168;1.171;0.202;9.2;4;5;1.410;0.049;1.055
sex1;Milieu_2;Plate_1;L1_10;4.428;1.178;0.233;11;5;3;1.547;0.127;2.476
sex1;Milieu_2;Plate_1;L1_11;6.876;1.156;0.233;11;5;3;1.547;0.048;0.904
sex1;Milieu_2;Plate_1;L1_12;4.823;1.136;0.128;5;6;1;1.739;0.086;1.440
sex1;Milieu_2;Plate_1;L1_13;7.438;1.230;0.312;16.5;8;2;2.523;0.090;1.650
sex1;Milieu_2;Plate_1;L1_14;3.568;1.206;0.114;4;9;1;1.217;0.166;2.844
sex1;Milieu_2;Plate_1;L1_15;10.336;1.161;0.312;16.5;8;2;2.523;0.145;2.969
sex1;Milieu_2;Plate_1;L1_16;7.06;1.175;0.210;8;7;1;1.517;0.069;1.472
sex1;Milieu_2;Plate_1;L1_17;7.818;1.157;0.233;11;5;3;1.547;0.075;1.727
sex1;Milieu_2;Plate_2;L2_1;8.181;1.160;0.128;1;1;2;0.000;0.037;0.900
sex1;Milieu_2;Plate_2;L2_2;4.471;1.205;0.128;1;1;2;0.000;0.031;0.611
sex1;Milieu_2;Plate_2;L2_3;6.329;1.097;0.158;8;2;1;1.833;0.060;1.220
sex1;Milieu_2;Plate_2;L2_4;10.197;1.144;0.295;12.5;3;2;1.841;0.061;1.284
sex1;Milieu_2;Plate_2;L2_5;7.554;1.142;0.295;12.5;3;2;1.841;0.117;2.587
sex1;Milieu_2;Plate_2;L2_6;8.743;1.149;0.268;11;4;1;1.502;0.102;1.875
sex1;Milieu_2;Plate_2;L2_7;7.342;1.336;0.296;12;7;1;1.846;0.075;1.159
sex1;Milieu_2;Plate_2;L2_8;3.895;1.297;0.116;3;8;1;0.390;0.066;1.145
sex1;Milieu_2;Plate_2;L2_9;8.365;1.193;0.270;10;9;1;1.939;0.141;2.131
sex1;Milieu_2;Plate_2;L2_10;1.698;1.144;0.051;2;6;1;0.926;0.052;0.698
sex1;Milieu_2;Plate_2;L2_11;6.181;1.184;0.230;9;5;1;2.017;0.094;1.383
sex1;Milieu_3;Plate_1;M1_1;0.13;1.237;0.004;0;2;1;0.000;0.011;0.101
sex1;Milieu_3;Plate_1;M1_2;0.436;1.036;0.007;0;3;1;0.000;0.015;0.138
sex1;Milieu_3;Plate_1;M1_3;0.095;1.058;0.005;0;6;1;0.000;0.011;0.134
sex1;Milieu_3;Plate_1;M1_4;1.023;1.066;0.021;1;7;1;0.000;0.030;0.457
sex1;Milieu_3;Plate_1;M1_5;0.93;1.213;0.029;1;9;1;0.000;0.018;0.265
sex1;Milieu_3;Plate_1;M1_6;0.406;1.093;0.013;1;11;1;0.000;0.016;0.167
sex1;Milieu_3;Plate_1;M1_7;1.017;1.122;0.028;1;12;1;0.000;0.021;0.218
sex1;Milieu_3;Plate_1;M1_8;0.085;1.049;0.006;1;14;1;0.000;0.005;0.036
