A1_1;Col_0;1;5;Milieu_1
J1_9;nrt;12;1;Milieu_5
J1_10;nrt;11;7;Milieu_5
J1_11;nrt;11;7;Milieu_5
J1_12;nrt;11;7;Milieu_5
J1_13;nrt;11;7;Milieu_5
J1_14;nrt;11;7;Milieu_5
J1_15;nrt;9;1;Milieu_5
J1_16;nrt;7;2;Milieu_5
J1_17;nrt;6;1;Milieu_5
J1_18;nrt;5;2;Milieu_5
J1_19;nrt;4;1;Milieu_5
J1_20;nrt;2;1;Milieu_5
J2_1;nrt;1;3;Milieu_5
J2_2;nrt;2;1;Milieu_5
J2_3;nrt;4;3;Milieu_5
J2_4;nrt;4;3;Milieu_5
J2_5;nrt;6;1;Milieu_5
J2_6;nrt;8;1;Milieu_5
J2_7;nrt;9;1;Milieu_5
J2_8;nrt;12;1;Milieu_5
J2_9;nrt;14;1;Milieu_5
J2_10;nrt;16;1;Milieu_5
J2_11;nrt;15;1;Milieu_5
J2_12;nrt;13;1;Milieu_5
J2_13;nrt;10;1;Milieu_5
J2_14;nrt;11;1;Milieu_5
J2_15;nrt;7;1;Milieu_5
J2_16;nrt;5;1;Milieu_5
J2_17;nrt;4;3;Milieu_5
J2_18;nrt;3;1;Milieu_5
J2_19;nrt;1;3;Milieu_5
J2_20;nrt;1;3;Milieu_5
J3_1;nrt;9;1;Milieu_5
J3_2;nrt;1;4;Milieu_5
J3_3;nrt;1;4;Milieu_5
J3_4;nrt;1;4;Milieu_5
J3_5;nrt;4;2;Milieu_5
J3_6;nrt;3;2;Milieu_5
J3_7;nrt;11;1;Milieu_5
J3_8;nrt;10;1;Milieu_5
J3_9;nrt;6;2;Milieu_5
J3_10;nrt;7;2;Milieu_5
J3_11;nrt;12;1;Milieu_5
J3_12;nrt;8;2;Milieu_5
J3_13;nrt;8;2;Milieu_5
J3_14;nrt;7;2;Milieu_5
J3_15;nrt;6;2;Milieu_5
J3_16;nrt;5;1;Milieu_5
J3_17;nrt;3;2;Milieu_5
J3_18;nrt;2;1;Milieu_5
J3_19;nrt;4;2;Milieu_5
J3_20;nrt;1;4;Milieu_5
K1_1;sex1;1;1;Milieu_1
K1_2;sex1;3;1;Milieu_1
K1_3;sex1;4;1;Milieu_1
K1_4;sex1;5;1;Milieu_1
K1_5;sex1;7;2;Milieu_1
K1_6;sex1;8;1;Milieu_1
K1_7;sex1;11;1;Milieu_1
K1_8;sex1;13;1;Milieu_1
K1_9;sex1;15;1;Milieu_1
K1_10;sex1;16;1;Milieu_1
K1_11;sex1;14;1;Milieu_1
K1_12;sex1;12;1;Milieu_1
K1_13;sex1;10;1;Milieu_1
K1_14;sex1;9;1;Milieu_1
K1_15;sex1;7;2;Milieu_1
K1_16;sex1;6;1;Milieu_1
K1_17;sex1;2;1;Milieu_1
K2_1;sex1;3;1;Milieu_1
K2_2;sex1;6;1;Milieu_1
K2_3;sex1;7;1;Milieu_1
K2_4;sex1;8;1;Milieu_1
K2_5;sex1;11;1;Milieu_1
K2_6;sex1;12;1;Milieu_1
K2_7;sex1;14;1;Milieu_1
K2_8;sex1;18;1;Milieu_1
K2_9;sex1;17;1;Milieu_1
K2_10;sex1;16;1;Milieu_1
K2_11;sex1;15;1;Milieu_1
K2_12;sex1;13;1;Milieu_1
K2_13;sex1;10;1;Milieu_1
K2_14;sex1;9;1;Milieu_1
K2_15;sex1;5;1;Milieu_1
K2_16;sex1;4;1;Milieu_1
K2_17;sex1;2;1;Milieu_1
K2_18;sex1;1;1;Milieu_1
L1_1;sex1;1;1;Milieu_2
L1_2;sex1;2;2;Milieu_2
L1_3;sex1;2;2;Milieu_2
L1_4;sex1;3;1;Milieu_2
L1_5;sex1;4;5;Milieu_2
L1_6;sex1;4;5;Milieu_2
L1_7;sex1;4;5;Milieu_2
L1_8;sex1;4;5;Milieu_2
L1_9;sex1;4;5;Milieu_2
L1_10;sex1;5;3;Milieu_2
L1_11;sex1;5;3;Milieu_2
L1_12;sex1;6;1;Milieu_2
L1_13;sex1;8;2;Milieu_2
L1_14;sex1;9;1;Milieu_2
L1_15;sex1;8;2;Milieu_2
L1_16;sex1;7;1;Milieu_2
L1_17;sex1;5;3;Milieu_2
L2_1;sex1;1;2;Milieu_2
L2_2;sex1;1;2;Milieu_2
L2_3;sex1;2;1;Milieu_2
L2_4;sex1;3;2;Milieu_2
L2_5;sex1;3;2;Milieu_2
L2_6;sex1;4;1;Milieu_2
L2_7;sex1;7;1;Milieu_2
L2_8;sex1;8;1;Milieu_2
L2_9;sex1;9;1;Milieu_2
L2_10;sex1;6;1;Milieu_2
L2_11;sex1;5;1;Milieu_2
M1_1;sex1;2;1;Milieu_3
M1_2;sex1;3;1;Milieu_3
M1_3;sex1;6;1;Milieu_3
M1_4;sex1;7;1;Milieu_3
M1_5;sex1;9;1;Milieu_3
M1_6;sex1;11;1;Milieu_3
M1_7;sex1;12;1;Milieu_3
M1_8;sex1;14;1;Milieu_3
M1_9;sex1;15;1;Milieu_3
M1_10;sex1;16;1;Milieu_3
M1_11;sex1;13;1;Milieu_3
M1_12;sex1;10;1;Milieu_3
M1_13;sex1;8;1;Milieu_3
M1_14;sex1;5;1;Milieu_3
M1_15;sex1;4;1;Milieu_3
M1_16;sex1;1;1;Milieu_3
M2_1;sex1;1;1;Milieu_3
M2_2;sex1;3;1;Milieu_3
M2_3;sex1;4;1;Milieu_3
M2_4;sex1;6;1;Milieu_3
M2_5;sex1;7;1;Milieu_3
M2_6;sex1;9;1;Milieu_3
M2_7;sex1;11;1;Milieu_3
M2_8;sex1;13;1;Milieu_3
M2_9;sex1;14;1;Milieu_3
M2_10;sex1;12;1;Milieu_3
M2_11;sex1;10;1;Milieu_3
M2_12;sex1;8;1;Milieu_3
M2_13;sex1;5;1;Milieu_3
M2_14;sex1;2;1;Milieu_3
N1_1;sex1;2;1;Milieu_4
N1_2;sex1;1;1;Milieu_4
N1_3;sex1;4;3;Milieu_4
N1_4;sex1;3;1;Milieu_4
N1_5;sex1;4;3;Milieu_4
N1_6;sex1;4;3;Milieu_4
N1_7;sex1;5;6;Milieu_4
N1_8;sex1;5;6;Milieu_4
N1_9;sex1;5;6;Milieu_4
N1_10;sex1;5;6;Milieu_4
N1_11;sex1;6;5;Milieu_4
N1_12;sex1;6;5;Milieu_4
N1_13;sex1;6;5;Milieu_4
N1_14;sex1;6;5;Milieu_4
N1_15;sex1;7;1;Milieu_4
N1_16;sex1;5;6;Milieu_4
N1_17;sex1;6;5;Milieu_4
N1_18;sex1;5;6;Milieu_4
N2_1;sex1;2;4;Milieu_4
N2_2;sex1;1;1;Milieu_4
N2_3;sex1;2;4;Milieu_4
N2_4;sex1;2;4;Milieu_4
N2_5;sex1;2;4;Milieu_4
N2_6;sex1;3;1;Milieu_4
N2_7;sex1;4;2;Milieu_4
N2_8;sex1;4;2;Milieu_4
N2_9;sex1;5;1;Milieu_4
N2_10;sex1;6;2;Milieu_4
N2_11;sex1;6;2;Milieu_4
N2_12;sex1;7;4;Milieu_4
N2_13;sex1;7;4;Milieu_4
N2_14;sex1;8;2;Milieu_4
N2_15;sex1;8;2;Milieu_4
N2_16;sex1;7;4;Milieu_4
N2_17;sex1;7;4;Milieu_4
O1_1;sex1;2;1;Milieu_5
O1_2;sex1;3;1;Milieu_5
O1_3;sex1;5;1;Milieu_5
O1_4;sex1;6;1;Milieu_5
O1_5;sex1;1;1;Milieu_5
O1_6;sex1;4;1;Milieu_5
O1_7;sex1;7;2;Milieu_5
O1_8;sex1;7;2;Milieu_5
O1_9;sex1;8;1;Milieu_5
O1_10;sex1;9;1;Milieu_5
O1_11;sex1;10;1;Milieu_5
O1_12;sex1;14;1;Milieu_5
O1_13;sex1;12;1;Milieu_5
O1_14;sex1;11;1;Milieu_5
O1_15;sex1;13;1;Milieu_5
O1_16;sex1;16;1;Milieu_5
O1_17;sex1;15;1;Milieu_5
O2_1;sex1;1;1;Milieu_5
O2_2;sex1;5;1;Milieu_5
O2_3;sex1;3;1;Milieu_5
O2_4;sex1;2;1;Milieu_5
O2_5;sex1;4;1;Milieu_5
O2_6;sex1;6;1;Milieu_5
O2_7;sex1;7;1;Milieu_5
O2_8;sex1;8;1;Milieu_5
O2_9;sex1;10;1;Milieu_5
O2_10;sex1;9;1;Milieu_5
O2_11;sex1;11;1;Milieu_5
O2_12;sex1;12;1;Milieu_5
O2_13;sex1;13;1;Milieu_5
O2_14;sex1;15;1;Milieu_5
O2_15;sex1;16;1;Milieu_5
O2_16;sex1;14;1;Milieu_5
O2_17;sex1;17;1;Milieu_5
P1_1;pgm;1;1;Milieu_1
P1_2;pgm;3;3;Milieu_1
P1_3;pgm;3;3;Milieu_1
P1_4;pgm;5;1;Milieu_1
P1_5;pgm;6;1;Milieu_1
P1_6;pgm;8;3;Milieu_1
P1_7;pgm;8;3;Milieu_1
P1_8;pgm;10;1;Milieu_1
P1_9;pgm;11;1;Milieu_1
P1_10;pgm;12;1;Milieu_1
P1_11;pgm;9;1;Milieu_1
P1_12;pgm;8;3;Milieu_1
P1_13;pgm;7;1;Milieu_1
P1_14;pgm;3;3;Milieu_1
P1_15;pgm;4;1;Milieu_1
P1_16;pgm;2;1;Milieu_1
Q1_1;pgm;1;2;Milieu_2
Q1_2;pgm;1;2;Milieu_2
Q1_3;pgm;3;1;Milieu_2
Q1_4;pgm;2;3;Milieu_2
Q1_5;pgm;2;3;Milieu_2
Q1_6;pgm;2;3;Milieu_2
Q1_7;pgm;4;1;Milieu_2
Q1_8;pgm;5;1;Milieu_2
Q1_9;pgm;6;1;Milieu_2
Q1_10;pgm;7;1;Milieu_2
Q1_11;pgm;8;2;Milieu_2
Q1_12;pgm;8;2;Milieu_2
Q1_13;pgm;9;6;Milieu_2
Q1_14;pgm;9;6;Milieu_2
Q1_15;pgm;9;6;Milieu_2
Q1_16;pgm;9;6;Milieu_2
Q1_17;pgm;9;6;Milieu_2
Q1_18;pgm;9;6;Milieu_2
Q2_1;pgm;1;2;Milieu_2
Q2_2;pgm;1;2;Milieu_2
Q2_3;pgm;2;2;Milieu_2
Q2_4;pgm;2;2;Milieu_2
Q2_5;pgm;4;1;Milieu_2
Q2_6;pgm;3;7;Milieu_2
Q2_7;pgm;3;7;Milieu_2
Q2_8;pgm;3;7;Milieu_2
Q2_9;pgm;3;7;Milieu_2
Q2_10;pgm;3;7;Milieu_2
Q2_11;pgm;3;7;Milieu_2
Q2_12;pgm;3;7;Milieu_2
Q2_13;pgm;5;3;Milieu_2
Q2_14;pgm;5;3;Milieu_2
Q2_15;pgm;5;3;Milieu_2
R1_1;pgm;2;1;Milieu_3
R1_2;pgm;3;5;Milieu_3
R1_3;pgm;3;5;Milieu_3
R1_4;pgm;3;5;Milieu_3
R1_5;pgm;3;5;Milieu_3
R1_6;pgm;3;5;Milieu_3
R1_7;pgm;5;1;Milieu_3
R1_8;pgm;4;1;Milieu_3
R1_9;pgm;6;3;Milieu_3
R1_10;pgm;6;3;Milieu_3
R1_11;pgm;6;3;Milieu_3
R1_12;pgm;8;1;Milieu_3
R1_13;pgm;7;2;Milieu_3
R1_14;pgm;7;2;Milieu_3
R1_15;pgm;1;1;Milieu_3
R2_1;pgm;1;1;Milieu_3
R2_2;pgm;4;1;Milieu_3
R2_3;pgm;6;1;Milieu_3
R2_4;pgm;8;1;Milieu_3
R2_5;pgm;9;1;Milieu_3
R2_6;pgm;12;1;Milieu_3
R2_7;pgm;14;1;Milieu_3
R2_8;pgm;13;3;Milieu_3
R2_9;pgm;13;3;Milieu_3
R2_10;pgm;13;3;Milieu_3
R2_11;pgm;15;1;Milieu_3
R2_12;pgm;17;1;Milieu_3
R2_13;pgm;19;1;Milieu_3
R2_14;pgm;18;1;Milieu_3
R2_15;pgm;16;1;Milieu_3
R2_16;pgm;11;1;Milieu_3
R2_17;pgm;10;1;Milieu_3
R2_18;pgm;7;1;Milieu_3
R2_19;pgm;5;1;Milieu_3
R2_20;pgm;3;1;Milieu_3
R2_21;pgm;2;1;Milieu_3
S1_1;pgm;3;1;Milieu_4
S1_2;pgm;2;1;Milieu_4
S1_3;pgm;1;1;Milieu_4
S1_4;pgm;4;5;Milieu_4
S1_5;pgm;4;5;Milieu_4
S1_6;pgm;4;5;Milieu_4
S1_7;pgm;4;5;Milieu_4
S1_8;pgm;4;5;Milieu_4
S1_9;pgm;5;9;Milieu_4
S1_10;pgm;5;9;Milieu_4
S1_11;pgm;5;9;Milieu_4
S1_12;pgm;5;9;Milieu_4
S1_13;pgm;5;9;Milieu_4
S1_14;pgm;5;9;Milieu_4
S1_15;pgm;5;9;Milieu_4
S1_16;pgm;5;9;Milieu_4
S1_17;pgm;5;9;Milieu_4
S1_18;pgm;6;1;Milieu_4
S1_19;pgm;7;2;Milieu_4
S1_20;pgm;7;2;Milieu_4
S2_1;pgm;2;1;Milieu_4
S2_2;pgm;4;1;Milieu_4
S2_3;pgm;6;1;Milieu_4
S2_4;pgm;7;3;Milieu_4
S2_5;pgm;7;3;Milieu_4
S2_6;pgm;8;1;Milieu_4
S2_7;pgm;5;4;Milieu_4
S2_8;pgm;5;4;Milieu_4
S2_9;pgm;5;4;Milieu_4
S2_10;pgm;5;4;Milieu_4
S2_11;pgm;3;2;Milieu_4
S2_12;pgm;1;1;Milieu_4
S2_13;pgm;3;2;Milieu_4
S2_14;pgm;7;3;Milieu_4
S2_15;pgm;9;8;Milieu_4
S2_16;pgm;9;8;Milieu_4
S2_17;pgm;9;8;Milieu_4
S2_18;pgm;9;8;Milieu_4
S2_19;pgm;9;8;Milieu_4
S2_20;pgm;9;8;Milieu_4
S2_21;pgm;9;8;Milieu_4
S2_22;pgm;9;8;Milieu_4
T1_1;pgm;3;1;Milieu_5
T1_2;pgm;5;1;Milieu_5
T1_3;pgm;7;1;Milieu_5
T1_4;pgm;9;2;Milieu_5
T1_5;pgm;10;1;Milieu_5
T1_6;pgm;11;1;Milieu_5
T1_7;pgm;9;2;Milieu_5
T1_8;pgm;8;1;Milieu_5
T1_9;pgm;6;1;Milieu_5
T1_10;pgm;4;1;Milieu_5
T1_11;pgm;2;1;Milieu_5
T1_12;pgm;1;1;Milieu_5
T2_1;pgm;3;1;Milieu_5
T2_2;pgm;7;1;Milieu_5
T2_3;pgm;8;1;Milieu_5
T2_4;pgm;10;1;Milieu_5
T2_5;pgm;14;4;Milieu_5
T2_6;pgm;14;4;Milieu_5
T2_7;pgm;14;4;Milieu_5
T2_8;pgm;12;1;Milieu_5
T2_9;pgm;11;2;Milieu_5
T2_10;pgm;13;1;Milieu_5
T2_11;pgm;14;4;Milieu_5
T2_12;pgm;15;1;Milieu_5
T2_13;pgm;16;1;Milieu_5
T2_14;pgm;9;1;Milieu_5
T2_15;pgm;6;1;Milieu_5
T2_16;pgm;5;1;Milieu_5
T2_17;pgm;4;1;Milieu_5
T2_18;pgm;2;1;Milieu_5
T2_19;pgm;1;1;Milieu_5
T2_20;pgm;11;2;Milieu_5
